CrossRoad -4715.0:4735.0
CrossRoad 3670.0:4735.0
CrossRoad 3670.0:-4805.0
CrossRoad 295.0:3100.0
CrossRoad 3670.0:3100.0
CrossRoad 2125.0:3100.0
FourLaneRoad 325.0:3100.0 2095.0:3100.0
FourLaneRoad 2155.0:3100.0 3640.0:3100.0
FourLaneRoad 2125.0:3820.0 2125.0:3130.0
CrossRoad 2125.0:3850.0
CrossRoad 3670.0:3850.0
FourLaneRoad 3670.0:4705.0 3670.0:3880.0
FourLaneRoad 3670.0:3820.0 3670.0:3130.0
CrossRoad 295.0:-755.0
FourLaneRoad 295.0:3070.0 295.0:-725.0
CrossRoad -4715.0:-755.0
FourLaneRoad 265.0:-755.0 -4685.0:-755.0
CrossRoad 835.0:-4805.0
FourLaneRoad 3640.0:-4805.0 865.0:-4805.0
CrossRoad 835.0:-755.0
FourLaneRoad 805.0:-755.0 325.0:-755.0
FourLaneRoad 865.0:-755.0 3640.0:-755.0
CrossRoad 3670.0:-755.0
FourLaneRoad 3670.0:3070.0 3670.0:-725.0
CrossRoad 3235.0:3850.0
FourLaneRoad 2155.0:3850.0 3205.0:3850.0
FourLaneRoad 3265.0:3850.0 3640.0:3850.0
FourLaneRoad 3235.0:3880.0 3235.0:4705.0
CrossRoad 3235.0:4735.0
FourLaneRoad 3265.0:4735.0 3640.0:4735.0
CrossRoad -185.0:3100.0
FourLaneRoad 265.0:3100.0 -155.0:3100.0
FourLaneRoad -185.0:3130.0 -185.0:4705.0
CrossRoad -185.0:4735.0
FourLaneRoad -4685.0:4735.0 -215.0:4735.0
FourLaneRoad -155.0:4735.0 3205.0:4735.0
CrossRoad 835.0:-4475.0
FourLaneRoad 835.0:-4775.0 835.0:-4505.0
FourLaneRoad 805.0:-4475.0 -890.0:-4475.0
CrossRoad -920.0:-4475.0
FourLaneRoad -920.0:-4445.0 -920.0:-4280.0
CrossRoad -920.0:-4250.0
FourLaneRoad -920.0:-4220.0 -920.0:-4055.0
CrossRoad -920.0:-4025.0
FourLaneRoad -890.0:-4025.0 805.0:-4025.0
CrossRoad 835.0:-4025.0
FourLaneRoad 835.0:-4445.0 835.0:-4055.0
FourLaneRoad -950.0:-4250.0 -4685.0:-4250.0
CrossRoad -4715.0:-4250.0
FourLaneRoad -4715.0:-4220.0 -4715.0:-785.0
FourLaneRoad -215.0:3100.0 -4685.0:3100.0
CrossRoad -4715.0:3100.0
FourLaneRoad -4715.0:-725.0 -4715.0:3070.0
FourLaneRoad -4715.0:3130.0 -4715.0:4705.0
CrossRoad 835.0:-3800.0
FourLaneRoad 835.0:-3995.0 835.0:-3830.0
CrossRoad 835.0:-3185.0
FourLaneRoad 835.0:-3770.0 835.0:-3215.0
FourLaneRoad 835.0:-3155.0 835.0:-785.0
FourLaneRoad 865.0:-3185.0 3640.0:-3185.0
FourLaneRoad 865.0:-3800.0 3640.0:-3800.0
CrossRoad 3670.0:-3800.0
FourLaneRoad 3670.0:-3830.0 3670.0:-4775.0
CrossRoad 3670.0:-3185.0
FourLaneRoad 3670.0:-785.0 3670.0:-3155.0
FourLaneRoad 3670.0:-3215.0 3670.0:-3770.0
NetworkPoint 2245.0:-3785.0 -> 2200.0:-3785.0
NetworkPoint 3010.0:3115.0 -> 2965.0:3115.0
NetworkPoint 2710.0:-770.0 -> 2755.0:-770.0
NetworkPoint 850.0:-950.0 -> 850.0:-905.0
NetworkPoint -1580.0:3085.0 -> -1535.0:3085.0
NetworkPoint -4730.0:-530.0 -> -4730.0:-575.0
NetworkPoint -410.0:4720.0 -> -365.0:4720.0
NetworkPoint -170.0:4480.0 -> -170.0:4525.0
NetworkPoint 595.0:4750.0 -> 550.0:4750.0
NetworkPoint 3160.0:-4820.0 -> 3205.0:-4820.0
NetworkPoint 1285.0:3115.0 -> 1240.0:3115.0
NetworkPoint 3685.0:310.0 -> 3685.0:355.0
NetworkPoint 3655.0:1540.0 -> 3655.0:1495.0
NetworkPoint 3670.0:3850.0 -> 3640.0:3865.0 3685.0:3880.0
NetworkPoint 3415.0:4750.0 -> 3370.0:4750.0
NetworkPoint -4730.0:2215.0 -> -4730.0:2170.0
NetworkPoint -4700.0:985.0 -> -4700.0:1030.0
NetworkPoint -4190.0:-770.0 -> -4145.0:-770.0
NetworkPoint 3040.0:4720.0 -> 3085.0:4720.0
NetworkPoint 2140.0:3535.0 -> 2140.0:3580.0
NetworkPoint -3725.0:3115.0 -> -3770.0:3115.0
NetworkPoint -2930.0:-770.0 -> -2885.0:-770.0
NetworkPoint 3655.0:-3215.0 -> 3655.0:-3260.0
NetworkPoint 1030.0:-740.0 -> 985.0:-740.0
NetworkPoint 1090.0:-3200.0 -> 1135.0:-3200.0
NetworkPoint -4730.0:-665.0 -> -4730.0:-710.0
NetworkPoint 775.0:3085.0 -> 820.0:3085.0
NetworkPoint -4730.0:-2540.0 -> -4730.0:-2585.0
NetworkPoint -4700.0:-3770.0 -> -4700.0:-3725.0
NetworkPoint 2290.0:-740.0 -> 2245.0:-740.0
NetworkPoint 2350.0:-3200.0 -> 2395.0:-3200.0
NetworkPoint 3655.0:3460.0 -> 3655.0:3415.0
NetworkPoint 3640.0:3115.0 -> 3595.0:3115.0
NetworkPoint -4730.0:2305.0 -> -4730.0:2260.0
NetworkPoint -4700.0:1075.0 -> -4700.0:1120.0
NetworkPoint 1300.0:-3170.0 -> 1255.0:-3170.0
NetworkPoint -950.0:3085.0 -> -905.0:3085.0
NetworkPoint 2785.0:3835.0 -> 2830.0:3835.0
NetworkPoint -4730.0:-2450.0 -> -4730.0:-2495.0
NetworkPoint -4700.0:-3680.0 -> -4700.0:-3635.0
NetworkPoint 2620.0:4750.0 -> 2575.0:4750.0
NetworkPoint 1900.0:-3815.0 -> 1945.0:-3815.0
NetworkPoint 1225.0:4750.0 -> 1180.0:4750.0
NetworkPoint -2555.0:4750.0 -> -2600.0:4750.0
NetworkPoint 2140.0:3445.0 -> 2140.0:3490.0
NetworkPoint -3950.0:4750.0 -> -3995.0:4750.0
NetworkPoint 3685.0:265.0 -> 3685.0:310.0
NetworkPoint 3655.0:1495.0 -> 3655.0:1450.0
NetworkPoint 3505.0:-3785.0 -> 3460.0:-3785.0
NetworkPoint -4325.0:4720.0 -> -4280.0:4720.0
NetworkPoint -20.0:3085.0 -> 25.0:3085.0
NetworkPoint -3335.0:-4235.0 -> -3380.0:-4235.0
NetworkPoint -125.0:-4040.0 -> -80.0:-4040.0
NetworkPoint -4730.0:3265.0 -> -4730.0:3220.0
NetworkPoint -3065.0:4720.0 -> -3020.0:4720.0
NetworkPoint 3655.0:-3260.0 -> 3655.0:-3305.0
NetworkPoint 2920.0:-740.0 -> 2875.0:-740.0
NetworkPoint 2980.0:-3200.0 -> 3025.0:-3200.0
NetworkPoint -1070.0:3115.0 -> -1115.0:3115.0
NetworkPoint -185.0:-4460.0 -> -230.0:-4460.0
NetworkPoint -275.0:-770.0 -> -230.0:-770.0
NetworkPoint 3505.0:-4790.0 -> 3460.0:-4790.0
NetworkPoint -4730.0:2260.0 -> -4730.0:2215.0
NetworkPoint -4700.0:1030.0 -> -4700.0:1075.0
NetworkPoint -1625.0:-740.0 -> -1670.0:-740.0
NetworkPoint 2665.0:-3815.0 -> 2710.0:-3815.0
NetworkPoint -2840.0:3085.0 -> -2795.0:3085.0
NetworkPoint 280.0:-530.0 -> 280.0:-575.0
NetworkPoint -4730.0:-2495.0 -> -4730.0:-2540.0
NetworkPoint -4700.0:-3725.0 -> -4700.0:-3680.0
NetworkPoint -1835.0:3115.0 -> -1880.0:3115.0
NetworkPoint -1925.0:4750.0 -> -1970.0:4750.0
NetworkPoint 3685.0:4195.0 -> 3685.0:4240.0
NetworkPoint 2380.0:3115.0 -> 2335.0:3115.0
NetworkPoint 2140.0:3400.0 -> 2140.0:3445.0
NetworkPoint 2080.0:-770.0 -> 2125.0:-770.0
NetworkPoint -4010.0:-4265.0 -> -3965.0:-4265.0
NetworkPoint -665.0:4750.0 -> -710.0:4750.0
NetworkPoint 2560.0:-3170.0 -> 2515.0:-3170.0
NetworkPoint -1310.0:-4235.0 -> -1355.0:-4235.0
NetworkPoint -2705.0:-4235.0 -> -2750.0:-4235.0
NetworkPoint 505.0:-4040.0 -> 550.0:-4040.0
NetworkPoint -4730.0:3220.0 -> -4730.0:3175.0
NetworkPoint -35.0:4750.0 -> -80.0:4750.0
NetworkPoint 3655.0:-3305.0 -> 3655.0:-3350.0
NetworkPoint 2530.0:-4820.0 -> 2575.0:-4820.0
NetworkPoint 655.0:3115.0 -> 610.0:3115.0
NetworkPoint 1450.0:-770.0 -> 1495.0:-770.0
NetworkPoint 2140.0:3490.0 -> 2140.0:3535.0
NetworkPoint -3560.0:-770.0 -> -3515.0:-770.0
NetworkPoint 400.0:-740.0 -> 355.0:-740.0
NetworkPoint 940.0:-4790.0 -> 895.0:-4790.0
NetworkPoint -230.0:-4460.0 -> -275.0:-4460.0
NetworkPoint -320.0:-770.0 -> -275.0:-770.0
NetworkPoint 3685.0:-4460.0 -> 3685.0:-4415.0
NetworkPoint 2620.0:3865.0 -> 2575.0:3865.0
NetworkPoint 1735.0:4720.0 -> 1780.0:4720.0
NetworkPoint 2245.0:3835.0 -> 2290.0:3835.0
NetworkPoint -275.0:-740.0 -> -320.0:-740.0
NetworkPoint 805.0:-4010.0 -> 760.0:-4010.0
NetworkPoint 2620.0:-3815.0 -> 2665.0:-3815.0
NetworkPoint -4730.0:4120.0 -> -4730.0:4075.0
NetworkPoint -2885.0:3085.0 -> -2840.0:3085.0
NetworkPoint 3685.0:1255.0 -> 3685.0:1300.0
NetworkPoint 3655.0:2485.0 -> 3655.0:2440.0
NetworkPoint -4490.0:4750.0 -> -4535.0:4750.0
NetworkPoint 2170.0:-770.0 -> 2215.0:-770.0
NetworkPoint 310.0:1975.0 -> 310.0:2020.0
NetworkPoint -575.0:4750.0 -> -620.0:4750.0
NetworkPoint 2650.0:-3170.0 -> 2605.0:-3170.0
NetworkPoint 3685.0:-4595.0 -> 3685.0:-4550.0
NetworkPoint 2335.0:3115.0 -> 2290.0:3115.0
NetworkPoint -2615.0:-4235.0 -> -2660.0:-4235.0
NetworkPoint -860.0:3085.0 -> -815.0:3085.0
NetworkPoint 3685.0:1300.0 -> 3685.0:1345.0
NetworkPoint 3655.0:2530.0 -> 3655.0:2485.0
NetworkPoint 3655.0:-2270.0 -> 3655.0:-2315.0
NetworkPoint 3685.0:-3500.0 -> 3685.0:-3455.0
NetworkPoint -1355.0:-4235.0 -> -1400.0:-4235.0
NetworkPoint 55.0:4750.0 -> 10.0:4750.0
NetworkPoint 2620.0:-4820.0 -> 2665.0:-4820.0
NetworkPoint -1085.0:4720.0 -> -1040.0:4720.0
NetworkPoint -2030.0:-4265.0 -> -1985.0:-4265.0
NetworkPoint 1315.0:4750.0 -> 1270.0:4750.0
NetworkPoint 3685.0:3175.0 -> 3685.0:3220.0
NetworkPoint -2795.0:-740.0 -> -2840.0:-740.0
NetworkPoint 610.0:3115.0 -> 565.0:3115.0
NetworkPoint -3470.0:-770.0 -> -3425.0:-770.0
NetworkPoint -4700.0:2020.0 -> -4700.0:2065.0
NetworkPoint 2200.0:-3785.0 -> 2155.0:-3785.0
NetworkPoint 850.0:-3020.0 -> 850.0:-2975.0
NetworkPoint 3685.0:-4505.0 -> 3685.0:-4460.0
NetworkPoint 2830.0:-4790.0 -> 2785.0:-4790.0
NetworkPoint -2165.0:-740.0 -> -2210.0:-740.0
NetworkPoint 3655.0:-2405.0 -> 3655.0:-2450.0
NetworkPoint 3685.0:-3635.0 -> 3685.0:-3590.0
NetworkPoint -2210.0:-770.0 -> -2165.0:-770.0
NetworkPoint 1750.0:-740.0 -> 1705.0:-740.0
NetworkPoint 1810.0:-3200.0 -> 1855.0:-3200.0
NetworkPoint 1495.0:3085.0 -> 1540.0:3085.0
NetworkPoint -4370.0:4720.0 -> -4325.0:4720.0
NetworkPoint -4700.0:3895.0 -> -4700.0:3940.0
NetworkPoint -200.0:4735.0 -> -215.0:4750.0
NetworkPoint 3685.0:1210.0 -> 3685.0:1255.0
NetworkPoint 3655.0:2440.0 -> 3655.0:2395.0
NetworkPoint 2200.0:-4790.0 -> 2155.0:-4790.0
NetworkPoint -4730.0:370.0 -> -4730.0:325.0
NetworkPoint -4700.0:1885.0 -> -4700.0:1930.0
NetworkPoint -4550.0:-4265.0 -> -4505.0:-4265.0
NetworkPoint -230.0:3085.0 -> -215.0:3085.0
NetworkPoint 2995.0:4720.0 -> 3040.0:4720.0
NetworkPoint 1360.0:-3815.0 -> 1405.0:-3815.0
NetworkPoint 3655.0:-2315.0 -> 3655.0:-2360.0
NetworkPoint 3685.0:-3545.0 -> 3685.0:-3500.0
NetworkPoint -4700.0:3760.0 -> -4700.0:3805.0
NetworkPoint -4505.0:-4235.0 -> -4550.0:-4235.0
NetworkPoint -4145.0:3085.0 -> -4100.0:3085.0
NetworkPoint -935.0:-4220.0 -> 
NetworkPoint 1945.0:4750.0 -> 1900.0:4750.0
NetworkPoint 3685.0:3130.0 -> 3685.0:3175.0
NetworkPoint -440.0:-4490.0 -> -395.0:-4490.0
NetworkPoint -3230.0:4750.0 -> -3275.0:4750.0
NetworkPoint 3550.0:3865.0 -> 3505.0:3865.0
NetworkPoint 3655.0:-440.0 -> 3655.0:-485.0
NetworkPoint 3685.0:-1670.0 -> 3685.0:-1625.0
NetworkPoint 3430.0:-770.0 -> 3475.0:-770.0
NetworkPoint -3875.0:-4235.0 -> -3920.0:-4235.0
NetworkPoint -1970.0:4750.0 -> -2015.0:4750.0
NetworkPoint -4700.0:1975.0 -> -4700.0:2020.0
NetworkPoint 3685.0:-4550.0 -> 3685.0:-4505.0
NetworkPoint -800.0:-4040.0 -> -755.0:-4040.0
NetworkPoint 820.0:-3665.0 -> 820.0:-3710.0
NetworkPoint 280.0:415.0 -> 280.0:370.0
NetworkPoint -4700.0:3850.0 -> -4700.0:3895.0
NetworkPoint 3640.0:-740.0 -> 3595.0:-740.0
NetworkPoint -4730.0:-1550.0 -> -4730.0:-1595.0
NetworkPoint -4700.0:-2780.0 -> -4700.0:-2735.0
NetworkPoint 3685.0:1165.0 -> 3685.0:1210.0
NetworkPoint 3655.0:-350.0 -> 3655.0:-395.0
NetworkPoint 3655.0:2395.0 -> 3655.0:2350.0
NetworkPoint 3685.0:-1580.0 -> 3685.0:-1535.0
NetworkPoint -4730.0:325.0 -> -4730.0:280.0
NetworkPoint -905.0:-740.0 -> -950.0:-740.0
NetworkPoint 175.0:-4010.0 -> 130.0:-4010.0
NetworkPoint -155.0:4720.0 -> -110.0:4720.0
NetworkPoint 3010.0:-740.0 -> 2965.0:-740.0
NetworkPoint 3070.0:-3200.0 -> 3115.0:-3200.0
NetworkPoint -4730.0:4075.0 -> -4730.0:4030.0
NetworkPoint -2375.0:3115.0 -> -2420.0:3115.0
NetworkPoint 3655.0:-2360.0 -> 3655.0:-2405.0
NetworkPoint 3685.0:-3590.0 -> 3685.0:-3545.0
NetworkPoint 280.0:280.0 -> 280.0:235.0
NetworkPoint -1115.0:3115.0 -> -1160.0:3115.0
NetworkPoint 2020.0:-3170.0 -> 1975.0:-3170.0
NetworkPoint 3655.0:-485.0 -> 3655.0:-530.0
NetworkPoint 3685.0:-1715.0 -> 3685.0:-1670.0
NetworkPoint -1490.0:3085.0 -> -1445.0:3085.0
NetworkPoint 820.0:-830.0 -> 820.0:-875.0
NetworkPoint -3290.0:-4265.0 -> -3245.0:-4265.0
NetworkPoint 3280.0:-3170.0 -> 3235.0:-3170.0
NetworkPoint -1985.0:-4235.0 -> -2030.0:-4235.0
NetworkPoint -4700.0:1930.0 -> -4700.0:1975.0
NetworkPoint 1990.0:-4820.0 -> 2035.0:-4820.0
NetworkPoint -4730.0:-1640.0 -> -4730.0:-1685.0
NetworkPoint -4700.0:-2870.0 -> -4700.0:-2825.0
NetworkPoint 820.0:-3710.0 -> 820.0:-3755.0
NetworkPoint -2660.0:-4265.0 -> -2615.0:-4265.0
NetworkPoint 3250.0:-4820.0 -> 3295.0:-4820.0
NetworkPoint 280.0:370.0 -> 280.0:325.0
NetworkPoint -4700.0:3805.0 -> -4700.0:3850.0
NetworkPoint -4730.0:-1595.0 -> -4730.0:-1640.0
NetworkPoint -4700.0:-2825.0 -> -4700.0:-2780.0
NetworkPoint 775.0:-770.0 -> 805.0:-770.0
NetworkPoint 850.0:-2975.0 -> 850.0:-2930.0
NetworkPoint -4100.0:-770.0 -> -4055.0:-770.0
NetworkPoint 1570.0:-3785.0 -> 1525.0:-3785.0
NetworkPoint 1240.0:3115.0 -> 1195.0:3115.0
NetworkPoint 3655.0:-395.0 -> 3655.0:-440.0
NetworkPoint 3685.0:-1625.0 -> 3685.0:-1580.0
NetworkPoint -2345.0:4720.0 -> -2300.0:4720.0
NetworkPoint -4730.0:280.0 -> -4730.0:235.0
NetworkPoint 475.0:4720.0 -> 520.0:4720.0
NetworkPoint 535.0:-4460.0 -> 490.0:-4460.0
NetworkPoint -4190.0:-740.0 -> -4235.0:-740.0
NetworkPoint -485.0:3115.0 -> -530.0:3115.0
NetworkPoint 1570.0:-4790.0 -> 1525.0:-4790.0
NetworkPoint 1105.0:4720.0 -> 1150.0:4720.0
NetworkPoint 850.0:-2885.0 -> 850.0:-2840.0
NetworkPoint 2365.0:4720.0 -> 2410.0:4720.0
NetworkPoint 3250.0:4645.0 -> 3250.0:4690.0
NetworkPoint 3055.0:3085.0 -> 3100.0:3085.0
NetworkPoint 2875.0:3835.0 -> 2920.0:3835.0
NetworkPoint 355.0:-740.0 -> 325.0:-740.0
NetworkPoint -4730.0:-1685.0 -> -4730.0:-1730.0
NetworkPoint -4700.0:-2915.0 -> -4700.0:-2870.0
NetworkPoint 3250.0:-3815.0 -> 3295.0:-3815.0
NetworkPoint -3860.0:4750.0 -> -3905.0:4750.0
NetworkPoint 2800.0:-770.0 -> 2845.0:-770.0
NetworkPoint 280.0:325.0 -> 280.0:280.0
NetworkPoint 3655.0:-4190.0 -> 3655.0:-4235.0
NetworkPoint 2965.0:3115.0 -> 2920.0:3115.0
NetworkPoint 3250.0:4735.0 -> 3265.0:4720.0
NetworkPoint 820.0:-785.0 -> 820.0:-830.0
NetworkPoint 685.0:4750.0 -> 640.0:4750.0
NetworkPoint -4730.0:235.0 -> -4730.0:190.0
NetworkPoint -455.0:4720.0 -> -410.0:4720.0
NetworkPoint 3505.0:4750.0 -> 3460.0:4750.0
NetworkPoint 310.0:2065.0 -> 310.0:2110.0
NetworkPoint -4730.0:-725.0 -> -4730.0:-785.0 -4715.0:-740.0 -4715.0:-755.0
NetworkPoint -3635.0:3115.0 -> -3680.0:3115.0
NetworkPoint -2840.0:-770.0 -> -2795.0:-770.0
NetworkPoint 2830.0:-3785.0 -> 2785.0:-3785.0
NetworkPoint 865.0:3085.0 -> 910.0:3085.0
NetworkPoint 3460.0:-4790.0 -> 3415.0:-4790.0
NetworkPoint 850.0:-2930.0 -> 850.0:-2885.0
NetworkPoint -1535.0:-740.0 -> -1580.0:-740.0
NetworkPoint 820.0:-3575.0 -> 820.0:-3620.0
NetworkPoint -1580.0:-770.0 -> -1535.0:-770.0
NetworkPoint 2380.0:-740.0 -> 2335.0:-740.0
NetworkPoint 2440.0:-3200.0 -> 2485.0:-3200.0
NetworkPoint -3005.0:3115.0 -> -3050.0:3115.0
NetworkPoint 310.0:1930.0 -> 310.0:1975.0
NetworkPoint 3655.0:-4280.0 -> 3655.0:-4325.0
NetworkPoint -1745.0:3115.0 -> -1790.0:3115.0
NetworkPoint 1390.0:-3170.0 -> 1345.0:-3170.0
NetworkPoint 3655.0:-4235.0 -> 3655.0:-4280.0
NetworkPoint -3920.0:-4265.0 -> -3875.0:-4265.0
NetworkPoint 3625.0:4720.0 -> 3640.0:4720.0
NetworkPoint 595.0:-4040.0 -> 640.0:-4040.0
NetworkPoint -4730.0:4165.0 -> -4730.0:4120.0
NetworkPoint 1990.0:-3815.0 -> 2035.0:-3815.0
NetworkPoint 3250.0:4690.0 -> 3250.0:4705.0
NetworkPoint -3515.0:3085.0 -> -3470.0:3085.0
NetworkPoint 2575.0:4750.0 -> 2530.0:4750.0
NetworkPoint 310.0:2020.0 -> 310.0:2065.0
NetworkPoint 1360.0:-4820.0 -> 1405.0:-4820.0
NetworkPoint 190.0:-4490.0 -> 235.0:-4490.0
NetworkPoint -2600.0:4750.0 -> -2645.0:4750.0
NetworkPoint 940.0:-3785.0 -> 895.0:-3785.0
NetworkPoint -3245.0:-4235.0 -> -3290.0:-4235.0
NetworkPoint -2975.0:4720.0 -> -2930.0:4720.0
NetworkPoint -65.0:3085.0 -> -20.0:3085.0
NetworkPoint -860.0:-4460.0 -> -890.0:-4460.0
NetworkPoint -950.0:-770.0 -> -905.0:-770.0
NetworkPoint 820.0:-3620.0 -> 820.0:-3665.0
NetworkPoint -1715.0:4720.0 -> -1670.0:4720.0
NetworkPoint 3670.0:3835.0 -> 3655.0:3820.0
NetworkPoint 3685.0:3220.0 -> 3685.0:3265.0
NetworkPoint 3655.0:-4325.0 -> 3655.0:-4370.0
NetworkPoint -3650.0:4720.0 -> -3605.0:4720.0
NetworkPoint -185.0:-740.0 -> -230.0:-740.0
NetworkPoint -4700.0:-1925.0 -> -4700.0:-1880.0
NetworkPoint 2335.0:-740.0 -> 2290.0:-740.0
NetworkPoint 2395.0:-3200.0 -> 2440.0:-3200.0
NetworkPoint 3220.0:3985.0 -> 3220.0:3940.0
NetworkPoint 820.0:-2765.0 -> 820.0:-2810.0
NetworkPoint 850.0:-3995.0 -> 850.0:-3950.0
NetworkPoint -1655.0:3115.0 -> -1700.0:3115.0
NetworkPoint -770.0:-4460.0 -> -815.0:-4460.0
NetworkPoint -860.0:-770.0 -> -815.0:-770.0
NetworkPoint 3685.0:2200.0 -> 3685.0:2245.0
NetworkPoint 430.0:4720.0 -> 475.0:4720.0
NetworkPoint 310.0:85.0 -> 310.0:130.0
NetworkPoint 280.0:1315.0 -> 280.0:1270.0
NetworkPoint -4700.0:-1880.0 -> -4700.0:-1835.0
NetworkPoint -500.0:-4010.0 -> -545.0:-4010.0
NetworkPoint 2740.0:-3170.0 -> 2695.0:-3170.0
NetworkPoint 850.0:-2120.0 -> 850.0:-2075.0
NetworkPoint 3685.0:-680.0 -> 3685.0:-635.0
NetworkPoint 3655.0:550.0 -> 3655.0:505.0
NetworkPoint 3655.0:-1505.0 -> 3655.0:-1550.0
NetworkPoint 2080.0:-3815.0 -> 2125.0:-3815.0
NetworkPoint -4730.0:1225.0 -> -4730.0:1180.0
NetworkPoint -4700.0:-5.0 -> -4700.0:40.0
NetworkPoint 2710.0:-4820.0 -> 2755.0:-4820.0
NetworkPoint -3425.0:3085.0 -> -3380.0:3085.0
NetworkPoint 2665.0:4750.0 -> 2620.0:4750.0
NetworkPoint -1940.0:-4265.0 -> -1895.0:-4265.0
NetworkPoint 10.0:4750.0 -> -35.0:4750.0
NetworkPoint 1030.0:-3785.0 -> 985.0:-3785.0
NetworkPoint -4730.0:-3530.0 -> -4730.0:-3575.0
NetworkPoint 1495.0:-770.0 -> 1540.0:-770.0
NetworkPoint -1250.0:4750.0 -> -1295.0:4750.0
NetworkPoint 1315.0:-4820.0 -> 1360.0:-4820.0
NetworkPoint 2110.0:3595.0 -> 2110.0:3550.0
NetworkPoint 2290.0:-3785.0 -> 2245.0:-3785.0
NetworkPoint 25.0:3085.0 -> 70.0:3085.0
NetworkPoint 3655.0:415.0 -> 3655.0:370.0
NetworkPoint 3685.0:-815.0 -> 3685.0:-785.0
NetworkPoint -1625.0:4720.0 -> -1580.0:4720.0
NetworkPoint -200.0:3805.0 -> -200.0:3760.0
NetworkPoint -3020.0:4720.0 -> -2975.0:4720.0
NetworkPoint 1945.0:-4820.0 -> 1990.0:-4820.0
NetworkPoint -4700.0:-1970.0 -> -4700.0:-1925.0
NetworkPoint 3220.0:3940.0 -> 3220.0:3895.0
NetworkPoint -3470.0:-740.0 -> -3515.0:-740.0
NetworkPoint 820.0:-4685.0 -> 820.0:-4730.0
NetworkPoint 3685.0:2155.0 -> 3685.0:2200.0
NetworkPoint 310.0:40.0 -> 310.0:85.0
NetworkPoint 280.0:1270.0 -> 280.0:1225.0
NetworkPoint -4700.0:4705.0 -> -4685.0:4720.0 -4715.0:4720.0
NetworkPoint 1825.0:4720.0 -> 1870.0:4720.0
NetworkPoint 2290.0:-4790.0 -> 2245.0:-4790.0
NetworkPoint 895.0:-4790.0 -> 865.0:-4790.0
NetworkPoint -4730.0:1135.0 -> -4730.0:1090.0
NetworkPoint -4700.0:-95.0 -> -4700.0:-50.0
NetworkPoint -4700.0:2830.0 -> -4700.0:2875.0
NetworkPoint -4145.0:-770.0 -> -4100.0:-770.0
NetworkPoint 2110.0:3685.0 -> 2110.0:3640.0
NetworkPoint 1075.0:-740.0 -> 1030.0:-740.0
NetworkPoint 1135.0:-3200.0 -> 1180.0:-3200.0
NetworkPoint -4730.0:1180.0 -> -4730.0:1135.0
NetworkPoint -4700.0:-50.0 -> -4700.0:-5.0
NetworkPoint -4730.0:-3620.0 -> -4730.0:-3665.0
NetworkPoint -395.0:3115.0 -> -440.0:3115.0
NetworkPoint 3640.0:3085.0 -> 
NetworkPoint 2425.0:3115.0 -> 2380.0:3115.0
NetworkPoint -3140.0:4750.0 -> -3185.0:4750.0
NetworkPoint 820.0:-4595.0 -> 820.0:-4640.0
NetworkPoint 3655.0:4345.0 -> 3655.0:4300.0
NetworkPoint -1265.0:-4235.0 -> -1310.0:-4235.0
NetworkPoint -905.0:3085.0 -> -860.0:3085.0
NetworkPoint -200.0:3760.0 -> -200.0:3715.0
NetworkPoint 3010.0:3085.0 -> 3055.0:3085.0
NetworkPoint 1405.0:4750.0 -> 1360.0:4750.0
NetworkPoint 3655.0:-1460.0 -> 3655.0:-1505.0
NetworkPoint 310.0:-50.0 -> 310.0:-5.0
NetworkPoint 280.0:1180.0 -> 280.0:1135.0
NetworkPoint 310.0:2875.0 -> 310.0:2920.0
NetworkPoint 1960.0:3115.0 -> 1915.0:3115.0
NetworkPoint 820.0:-4730.0 -> 820.0:-4775.0
NetworkPoint 2755.0:-770.0 -> 2800.0:-770.0
NetworkPoint 3685.0:2110.0 -> 3685.0:2155.0
NetworkPoint -2120.0:-770.0 -> -2075.0:-770.0
NetworkPoint 3550.0:-3785.0 -> 3505.0:-3785.0
NetworkPoint 1585.0:3085.0 -> 1630.0:3085.0
NetworkPoint -4280.0:4720.0 -> -4235.0:4720.0
NetworkPoint -815.0:-740.0 -> -860.0:-740.0
NetworkPoint 2110.0:3640.0 -> 2110.0:3595.0
NetworkPoint 3100.0:-740.0 -> 3055.0:-740.0
NetworkPoint 3160.0:-3200.0 -> 3205.0:-3200.0
NetworkPoint 1705.0:-740.0 -> 1660.0:-740.0
NetworkPoint 1765.0:-3200.0 -> 1810.0:-3200.0
NetworkPoint -2285.0:3115.0 -> -2330.0:3115.0
NetworkPoint -4730.0:-3665.0 -> -4730.0:-3710.0
NetworkPoint 310.0:2965.0 -> 310.0:3010.0
NetworkPoint 3085.0:4720.0 -> 3130.0:4720.0
NetworkPoint 820.0:-4640.0 -> 820.0:-4685.0
NetworkPoint -200.0:3670.0 -> -200.0:3625.0
NetworkPoint -3680.0:3115.0 -> -3725.0:3115.0
NetworkPoint -3200.0:-4265.0 -> -3155.0:-4265.0
NetworkPoint 3685.0:3070.0 -> 
NetworkPoint 3655.0:4300.0 -> 3655.0:4255.0
NetworkPoint -4700.0:2875.0 -> -4700.0:2920.0
NetworkPoint -4055.0:3085.0 -> -4010.0:3085.0
NetworkPoint 820.0:-2675.0 -> 820.0:-2720.0
NetworkPoint 850.0:-3905.0 -> 850.0:-3860.0
